Segah	4.95869	13.9408	21.9779	27.0273	31.003	35.9378	44.9438	49.078	53
Huzzam	4.95869	13.9408	19.4707	31.003	35.9378	44.9438	49.078	53	
Kurdilihicazkar	3.94879	12.979	21.9779	31.003	34.976	44.0035	53		
Nihavend	9.00603	12.979	21.9779	31.003	34.976	44.0035	48.0652	53	
Rast	9.00603	17.0622	21.9779	31.003	39.0745	44.0035	48.0652	53	
Hicaz	5.45868	18.5764	21.9779	31.003	34.976	39.0745	44.0035	53	
Saba	7.97966	12.979	20.9965	29.9767	34.976	44.0035	53		
Ussak	6.93934	7.97966	12.979	21.9779	31.003	34.976	39.0745	44.0035	53
Huseyni	6.93934	7.97966	12.979	21.9779	31.003	34.976	39.0745	44.0035	53
